Date,Region,Orders,Customers,Revenue,Cost,Profit,Units_Sold,Return_Rate
2025-08-19,Central,6,4.0,20409.5,13125.63,7283.87,12,2.5
2025-08-20,North,12,8.0,31608.61,21275.83,10332.78,21,3.8
2025-08-20,South,10,6.0,24202.56,15189.92,9012.64,25,5.73
2025-08-20,East,6,4.0,22037.4,14861.67,7175.73,8,5.25
2025-08-20,West,10,7.0,28919.97,19598.26,9321.71,13,2.34
2025-08-20,Central,14,10.0,49696.16,32163.23,17532.93,26,8.23
2025-08-21,North,17,11.0,59618.02,32997.0,26621.02,29,6.78
2025-08-21,South,19,16.0,68642.8,38128.34,30514.46,26,8.13
2025-08-21,East,8,5.0,26617.76,15154.03,11463.73,17,6.67
2025-08-21,West,10,7.0,33720.9,19468.56,14252.34,21,7.7
2025-08-21,Central,12,10.0,38440.34,25762.89,12677.45,23,1.93
2025-08-22,North,17,11.0,57821.86,36809.92,21011.94,32,5.26
2025-08-22,South,11,9.0,40969.21,25713.1,15256.11,14,5.03
2025-08-22,East,14,10.0,58039.58,35138.49,22901.09,31,5.18
2025-08-22,West,15,9.0,39280.42,27412.85,11867.57,29,7.84
2025-08-22,Central,16,14.0,58894.88,36217.5,22677.38,32,5.34
2025-08-23,North,12,7.0,38881.19,27019.77,11861.42,20,5.68
2025-08-23,South,14,11.0,41967.87,23592.85,18375.02,34,7.16
2025-08-23,East,15,9.0,56161.22,38304.44,17856.78,26,7.58
2025-08-23,West,10,7.0,26631.09,15661.66,10969.43,20,3.96
2025-08-23,Central,14,11.0,35846.1,21474.13,14371.97,35,7.69
2025-08-24,North,8,6.0,30402.81,17948.16,12454.65,14,6.14
2025-08-24,South,10,7.0,24290.76,15162.91,9127.85,13,3.61
2025-08-24,East,8,6.0,24029.65,14390.07,9639.58,17,5.84
2025-08-24,West,7,6.0,19270.89,12022.04,7248.85,12,3.8
2025-08-24,Central,6,5.0,13828.29,8464.09,5364.2,12,2.96
2025-08-25,North,10,7.0,22385.71,15735.52,6650.19,19,6.51
2025-08-25,South,9,5.0,30873.99,17820.48,13053.51,22,7.02
2025-08-25,East,12,10.0,42439.89,24054.48,18385.41,17,8.09
2025-08-25,West,7,5.0,16205.78,10009.07,6196.71,14,7.3
2025-08-25,Central,13,11.0,37079.79,24498.17,12581.62,22,3.99
2025-08-26,North,11,9.0,36667.63,20825.3,15842.33,16,2.72
2025-08-26,South,6,4.0,22291.74,15709.35,6582.39,9,6.58
2025-08-26,East,15,9.0,46302.7,29916.21,16386.49,24,7.99
2025-08-26,West,4,3.0,10613.15,6072.21,4540.94,5,4.93
2025-08-26,Central,17,11.0,41089.94,24987.7,16102.24,26,5.64
2025-08-27,North,9,6.0,36279.33,21368.63,14910.7,11,1.6
2025-08-27,South,11,7.0,28221.84,17071.62,11150.22,24,4.25
2025-08-27,East,15,9.0,44318.97,29094.62,15224.35,32,4.1
2025-08-27,West,13,8.0,43118.72,28863.92,14254.8,25,2.08
2025-08-27,Central,9,7.0,30576.77,19967.75,10609.02,17,6.71
2025-08-28,North,18,12.0,65554.9,39709.82,25845.08,45,2.95
2025-08-28,South,18,14.0,71230.77,46272.73,24958.04,32,4.31
2025-08-28,East,17,12.0,53947.69,38809.26,15138.43,40,3.44
2025-08-28,West,12,10.0,26499.66,14892.68,11606.98,23,5.04
2025-08-28,Central,18,15.0,47441.65,34019.2,13422.45,35,5.88
2025-08-29,North,12,9.0,42754.82,28378.63,14376.19,28,4.66
2025-08-29,South,17,11.0,70101.39,40999.75,29101.64,35,2.15
2025-08-29,East,10,7.0,25111.06,15455.89,9655.17,19,4.37
2025-08-29,West,11,8.0,24533.31,16064.91,8468.4,19,2.98
2025-08-29,Central,18,16.0,72753.28,42701.44,30051.84,33,5.23
2025-08-30,North,10,8.0,22409.82,14453.93,7955.89,19,6.0
2025-08-30,South,16,13.0,42178.94,26043.44,16135.5,26,5.92
2025-08-30,East,14,9.0,53522.65,36690.8,16831.85,23,4.71
2025-08-30,West,11,7.0,31948.19,18343.0,13605.19,18,1.99
2025-08-30,Central,13,10.0,30356.75,21016.43,9340.32,32,8.38
2025-08-31,North,13,10.0,32748.09,21899.39,10848.7,28,2.23
2025-08-31,South,19,16.0,71280.37,51208.11,20072.26,32,4.31
2025-08-31,East,14,12.0,42288.41,27955.72,14332.69,23,2.4
2025-08-31,West,14,10.0,56156.46,37975.92,18180.54,29,7.54
2025-08-31,Central,11,9.0,37979.49,21056.11,16923.38,16,4.12
2025-09-01,North,20,17.0,44173.7,25073.8,19099.9,51,4.19
2025-09-01,South,15,13.0,35994.49,21235.68,14758.81,22,5.15
2025-09-01,East,10,6.0,25930.61,15212.9,10717.71,25,2.29
2025-09-01,West,12,8.0,33687.03,23074.89,10612.14,25,5.3
2025-09-01,Central,9,8.0,34066.23,24059.67,10006.56,20,4.65
2025-09-02,North,10,7.0,40311.09,22839.68,17471.41,14,3.26
2025-09-02,South,11,8.0,39951.98,22509.91,17442.07,22,7.01
2025-09-02,East,7,5.0,25159.45,16881.66,8277.79,13,8.25
2025-09-02,West,11,7.0,45162.53,31055.26,14107.27,26,3.27
2025-09-02,Central,16,13.0,50642.57,35843.41,14799.16,23,6.44
2025-09-03,North,16,14.0,44034.19,25974.03,18060.16,29,5.13
2025-09-03,South,13,8.0,30713.68,17927.06,12786.62,32,2.54
2025-09-03,East,9,6.0,35931.68,20061.93,15869.75,20,5.13
2025-09-03,West,13,11.0,51136.94,33156.47,17980.47,33,6.63
2025-09-03,Central,13,11.0,35631.1,20619.82,15011.28,30,6.41
2025-09-04,North,15,10.0,58658.0,34541.55,24116.45,31,7.17
2025-09-04,South,15,12.0,39919.52,24979.64,14939.88,29,1.97
2025-09-04,East,12,8.0,32167.56,21164.82,11002.74,24,6.41
2025-09-04,West,9,7.0,31977.33,19287.74,12689.59,20,5.15
2025-09-04,Central,6,4.0,17158.21,10202.54,6955.67,14,2.53
2025-09-05,North,15,11.0,53010.97,36772.73,16238.24,30,3.44
2025-09-05,South,10,6.0,22146.0,13114.41,9031.59,14,4.19
2025-09-05,East,7,6.0,24762.02,16360.96,8401.06,17,7.62
2025-09-05,West,15,13.0,38344.73,27278.48,11066.25,29,5.34
2025-09-05,Central,13,11.0,41046.96,28122.74,12924.22,31,3.15
2025-09-06,North,12,8.0,40346.07,29042.81,11303.26,16,4.22
2025-09-06,South,13,9.0,36903.47,21910.85,14992.62,28,2.54
2025-09-06,East,17,11.0,41050.6,22741.96,18308.64,24,6.0
2025-09-06,West,20,15.0,55373.29,38605.96,16767.33,37,4.81
2025-09-06,Central,7,5.0,28868.23,19035.2,9833.03,17,4.28
2025-09-07,North,14,12.0,31430.33,18799.57,12630.76,21,7.61
2025-09-07,South,15,13.0,59601.69,42130.06,17471.63,27,5.61
2025-09-07,East,10,6.0,40042.24,28702.14,11340.1,21,8.14
2025-09-07,West,14,12.0,31217.59,19844.94,11372.65,23,3.95
2025-09-07,Central,14,9.0,31234.07,19597.12,11636.95,34,1.57
2025-09-08,North,15,13.0,41645.99,28558.2,13087.79,26,3.32
2025-09-08,South,9,6.0,25046.76,13866.57,11180.19,18,5.94
2025-09-08,East,11,7.0,30445.29,19971.05,10474.24,27,3.47
2025-09-08,West,16,11.0,55511.7,37128.04,18383.66,28,2.39
2025-09-08,Central,12,8.0,40709.66,27246.25,13463.41,22,6.69
2025-09-09,North,8,7.0,21190.95,12508.08,8682.87,12,2.24
2025-09-09,South,8,5.0,23499.51,13712.34,9787.17,11,7.03
2025-09-09,East,13,11.0,33194.18,19978.89,13215.29,18,4.57
2025-09-09,West,10,7.0,33049.04,21267.09,11781.95,19,4.24
2025-09-09,Central,12,8.0,43535.36,26018.54,17516.82,26,3.07
2025-09-10,North,10,8.0,25826.95,14313.98,11512.97,22,4.92
2025-09-10,South,17,14.0,62549.2,44571.02,17978.18,31,3.92
2025-09-10,East,18,12.0,73348.13,44329.73,29018.4,28,5.14
2025-09-10,West,8,6.0,32093.69,18163.77,13929.92,14,6.03
2025-09-10,Central,12,8.0,36059.96,22949.74,13110.22,23,2.3
2025-09-11,North,13,10.0,48967.65,30415.82,18551.83,17,6.47
2025-09-11,South,21,14.0,46613.66,30421.0,16192.66,40,1.73
2025-09-11,East,12,8.0,29649.28,18818.85,10830.43,19,6.0
2025-09-11,West,10,8.0,30845.64,20030.56,10815.08,22,7.55
2025-09-11,Central,22,16.0,62185.0,42294.65,19890.35,28,3.98
2025-09-12,North,13,9.0,50160.54,35657.84,14502.7,30,2.21
2025-09-12,South,16,13.0,39974.51,23223.34,16751.17,27,3.81
2025-09-12,East,17,11.0,50745.61,29965.15,20780.46,26,2.79
2025-09-12,West,12,9.0,37720.79,26376.07,11344.72,25,6.03
2025-09-12,Central,13,10.0,52082.12,32524.75,19557.37,26,7.29
2025-09-13,North,13,9.0,40561.59,27686.99,12874.6,32,7.43
2025-09-13,South,8,5.0,32089.92,19168.05,12921.87,12,1.88
2025-09-13,East,12,9.0,42239.94,23430.34,18809.6,20,5.99
2025-09-13,West,16,12.0,51701.35,33631.17,18070.18,37,7.86
2025-09-13,Central,14,12.0,31037.25,20781.0,10256.25,33,7.65
2025-09-14,North,11,7.0,38245.46,24552.01,13693.45,22,3.59
2025-09-14,South,15,12.0,46957.44,30335.78,16621.66,22,5.18
2025-09-14,East,17,14.0,62137.73,43476.17,18661.56,42,6.98
2025-09-14,West,13,10.0,29427.83,16278.35,13149.48,21,3.65
2025-09-14,Central,16,10.0,44282.71,29512.5,14770.21,31,2.1
2025-09-15,North,15,12.0,51256.56,30119.3,21137.26,25,5.5
2025-09-15,South,7,4.0,18115.86,10628.95,7486.91,10,7.65
2025-09-15,East,13,11.0,36083.37,20186.22,15897.15,17,7.26
2025-09-15,West,14,12.0,51704.72,35159.44,16545.28,28,3.0
2025-09-15,Central,13,9.0,38381.95,25092.67,13289.28,31,8.33
2025-09-16,North,6,4.0,18876.14,10503.63,8372.51,14,1.82
2025-09-16,South,9,7.0,20168.27,13871.76,6296.51,16,2.91
2025-09-16,East,13,9.0,42621.2,25249.52,17371.68,28,4.38
2025-09-16,West,14,9.0,51903.93,33569.4,18334.53,30,7.23
2025-09-16,Central,19,14.0,46020.47,30425.4,15595.07,32,1.76
2025-09-17,North,15,11.0,46523.79,28662.24,17861.55,28,4.84
2025-09-17,South,7,5.0,16296.51,11112.72,5183.79,16,4.51
2025-09-17,East,8,6.0,21341.77,13333.99,8007.78,11,4.3
2025-09-17,West,7,4.0,23555.31,13231.62,10323.69,15,4.35
2025-09-17,Central,11,9.0,26064.79,18145.04,7919.75,19,4.78
2025-09-18,North,11,7.0,24837.87,16495.73,8342.14,25,8.39
2025-09-18,South,10,6.0,32951.82,21210.37,11741.45,20,6.57
2025-09-18,East,13,10.0,31145.92,20488.94,10656.98,31,4.62
2025-09-18,West,8,5.0,25222.38,15210.33,10012.05,11,4.39
2025-09-18,Central,11,9.0,43041.08,25015.2,18025.88,21,7.98
2025-09-19,North,13,11.0,33695.18,24073.21,9621.97,25,5.45
2025-09-19,South,13,9.0,40936.63,23368.56,17568.07,26,3.96
2025-09-19,East,15,13.0,36911.72,22880.16,14031.56,32,5.64
2025-09-19,West,12,8.0,46970.78,29491.62,17479.16,19,2.46
2025-09-19,Central,8,6.0,29865.35,18523.91,11341.44,20,2.03
2025-09-20,North,15,10.0,35151.84,20981.46,14170.38,32,6.51
2025-09-20,South,14,12.0,52674.69,35889.29,16785.4,30,3.99
2025-09-20,East,13,11.0,31404.54,21606.21,9798.33,33,3.24
2025-09-20,West,7,5.0,26660.16,17526.28,9133.88,17,3.08
2025-09-20,Central,11,8.0,29906.62,19021.42,10885.2,22,8.42
2025-09-21,North,7,5.0,28825.82,17558.93,11266.89,17,3.18
2025-09-21,South,6,4.0,14075.92,8580.52,5495.4,10,6.78
2025-09-21,East,10,7.0,24547.38,16415.06,8132.32,14,8.18
2025-09-21,West,15,10.0,54689.99,34035.42,20654.57,29,7.28
2025-09-21,Central,11,8.0,39535.49,23407.74,16127.75,16,4.32
2025-09-22,North,15,10.0,51990.98,31490.96,20500.02,33,5.63
2025-09-22,South,16,12.0,61350.15,35358.62,25991.53,28,6.73
2025-09-22,East,13,9.0,42472.2,28733.7,13738.5,27,7.39
2025-09-22,West,6,4.0,23851.21,13630.76,10220.45,12,5.6
2025-09-22,Central,16,10.0,53627.04,33614.22,20012.82,33,2.6
2025-09-23,North,7,4.0,28384.99,19413.63,8971.36,11,5.65
2025-09-23,South,12,8.0,30207.54,20737.25,9470.29,28,2.83
2025-09-23,East,13,8.0,37086.02,24234.16,12851.86,31,6.7
2025-09-23,West,10,7.0,40043.38,24898.65,15144.73,23,1.51
2025-09-23,Central,14,9.0,50238.92,31371.35,18867.57,34,5.33
2025-09-24,North,10,8.0,31918.81,17744.98,14173.83,25,3.05
2025-09-24,South,17,12.0,40048.55,26996.56,13051.99,39,5.95
2025-09-24,East,11,9.0,44706.8,30835.86,13870.94,22,2.15
2025-09-24,West,15,13.0,35743.43,21208.89,14534.54,34,2.04
2025-09-24,Central,18,13.0,61331.14,35055.87,26275.27,30,5.98
2025-09-25,North,13,11.0,36688.58,23412.27,13276.31,19,6.58
2025-09-25,South,12,7.0,47056.48,32028.76,15027.72,17,2.25
2025-09-25,East,10,6.0,35321.97,22571.23,12750.74,16,1.69
2025-09-25,West,18,14.0,43018.18,23678.41,19339.77,37,8.46
2025-09-25,Central,10,7.0,37587.65,22619.46,14968.19,24,5.53
2025-09-26,North,10,7.0,26617.51,14839.3,11778.21,23,8.33
2025-09-26,South,11,8.0,27592.96,17525.66,10067.3,15,8.02
2025-09-26,East,6,4.0,21297.63,12562.85,8734.78,12,5.72
2025-09-26,West,10,8.0,22912.12,13753.78,9158.34,15,4.78
2025-09-26,Central,14,11.0,33072.18,21517.16,11555.02,21,1.72
2025-09-27,North,16,10.0,37144.94,24079.76,13065.18,22,3.51
2025-09-27,South,10,8.0,30066.67,17083.54,12983.13,22,5.05
2025-09-27,East,5,3.0,20446.46,11903.77,8542.69,10,7.04
2025-09-27,West,18,15.0,75322.51,42757.68,32564.83,29,8.06
2025-09-27,Central,13,10.0,40610.06,22575.68,18034.38,18,3.31
2025-09-28,North,9,6.0,27011.66,17311.02,9700.64,15,5.08
2025-09-28,South,9,6.0,27886.81,20000.99,7885.82,16,7.97
2025-09-28,East,17,13.0,41602.18,25772.25,15829.93,27,2.84
2025-09-28,West,13,11.0,51337.9,28883.78,22454.12,25,8.38
2025-09-28,Central,15,12.0,39823.13,22626.74,17196.39,22,6.5
2025-09-29,North,17,14.0,59875.28,42043.42,17831.86,24,3.55
2025-09-29,South,13,9.0,41754.02,29728.08,12025.94,21,2.53
2025-09-29,East,18,13.0,46570.32,29977.0,16593.32,32,5.55
2025-09-29,West,13,9.0,39387.89,26491.02,12896.87,33,3.15
2025-09-29,Central,12,9.0,39548.7,22014.48,17534.22,30,4.35
2025-09-30,North,7,6.0,21171.71,12311.36,8860.35,17,8.08
2025-09-30,South,11,8.0,31131.75,17805.46,13326.29,16,1.92
2025-09-30,East,19,12.0,74887.38,46260.69,28626.69,36,5.38
2025-09-30,West,12,8.0,34843.87,24619.99,10223.88,26,8.0
2025-09-30,Central,13,10.0,46587.61,25738.26,20849.35,27,1.5
2025-10-01,North,11,9.0,30645.97,21995.2,8650.77,24,4.07
2025-10-01,South,11,8.0,31642.27,21622.6,10019.67,21,2.14
2025-10-01,East,18,13.0,53384.5,32362.79,21021.71,37,5.89
2025-10-01,West,13,11.0,53807.97,36125.48,17682.49,19,8.02
2025-10-01,Central,15,12.0,33693.98,19981.93,13712.05,26,6.25
2025-10-02,North,11,8.0,30628.4,21198.86,9429.54,17,3.9
2025-10-02,South,16,13.0,39573.72,22599.54,16974.18,25,2.96
2025-10-02,East,15,11.0,35049.16,21808.36,13240.8,31,1.91
2025-10-02,West,12,8.0,37174.43,20709.45,16464.98,25,2.38
2025-10-02,Central,11,8.0,38177.56,22082.59,16094.97,28,2.39
2025-10-03,North,13,11.0,32955.66,21124.32,11831.34,18,2.83
2025-10-03,South,10,8.0,33545.03,21321.32,12223.71,25,2.87
2025-10-03,East,16,11.0,39871.72,23668.19,16203.53,39,4.85
2025-10-03,West,13,11.0,30264.17,21472.93,8791.24,25,2.9
2025-10-03,Central,10,8.0,23932.66,16681.52,7251.14,25,5.02
2025-10-04,North,17,14.0,54834.83,31041.11,23793.72,31,5.7
2025-10-04,South,14,10.0,46909.64,30743.86,16165.78,29,4.61
2025-10-04,East,15,11.0,48513.23,27891.55,20621.68,35,7.92
2025-10-04,West,10,8.0,27534.26,19444.94,8089.32,19,8.15
2025-10-04,Central,13,9.0,49664.15,28231.52,21432.63,20,5.85
2025-10-05,North,10,7.0,23533.35,13444.34,10089.01,14,8.26
2025-10-05,South,12,8.0,37839.17,25312.32,12526.85,30,1.74
2025-10-05,East,10,6.0,24723.62,15180.03,9543.59,23,8.17
2025-10-05,West,14,11.0,45177.15,26319.47,18857.68,23,4.72
2025-10-05,Central,18,14.0,50017.3,27779.01,22238.29,28,5.98
2025-10-06,North,11,9.0,43777.68,25831.88,17945.8,16,2.49
2025-10-06,South,11,9.0,45917.47,31530.44,14387.03,16,6.5
2025-10-06,East,13,11.0,49235.25,34225.53,15009.72,32,2.25
2025-10-06,West,14,9.0,42023.45,23756.64,18266.81,34,8.31
2025-10-06,Central,18,13.0,61959.99,39341.41,22618.58,33,8.09
2025-10-07,North,13,8.0,51866.87,29999.3,21867.57,31,5.05
2025-10-07,South,15,11.0,38580.85,25295.14,13285.71,31,5.53
2025-10-07,East,12,8.0,28787.26,20230.29,8556.97,23,6.15
2025-10-07,West,15,10.0,36873.38,21579.92,15293.46,24,5.73
2025-10-07,Central,13,11.0,46319.43,25977.32,20342.11,26,5.63
2025-10-08,North,10,6.0,30525.15,21722.52,8802.63,18,7.04
2025-10-08,South,13,8.0,52291.61,32100.13,20191.48,32,1.73
2025-10-08,East,16,13.0,35861.89,21886.29,13975.6,21,3.34
2025-10-08,West,10,8.0,23851.16,16800.54,7050.62,17,3.17
2025-10-08,Central,4,2.0,11209.08,7912.53,3296.55,7,6.27
2025-10-09,North,10,8.0,36525.13,20309.06,16216.07,17,2.17
2025-10-09,South,14,12.0,32788.27,20006.3,12781.97,30,5.24
2025-10-09,East,12,8.0,42072.5,23632.22,18440.28,23,6.61
2025-10-09,West,15,12.0,50595.74,30990.78,19604.96,37,7.42
2025-10-09,Central,9,7.0,29421.73,18609.9,10811.83,15,2.63
2025-10-10,North,10,6.0,30095.8,17150.33,12945.47,18,5.71
2025-10-10,South,13,10.0,53860.95,30738.28,23122.67,31,7.69
2025-10-10,East,12,10.0,46268.87,30266.33,16002.54,21,7.89
2025-10-10,West,19,15.0,49189.62,32539.12,16650.5,36,3.32
2025-10-10,Central,14,9.0,51892.37,36540.43,15351.94,33,2.89
2025-10-11,North,6,4.0,24704.68,14254.71,10449.97,11,1.55
2025-10-11,South,9,7.0,29139.37,17977.9,11161.47,15,4.57
2025-10-11,East,13,10.0,50551.07,32966.75,17584.32,23,2.78
2025-10-11,West,21,18.0,62939.96,38467.7,24472.26,37,6.79
2025-10-11,Central,11,7.0,31391.4,22303.06,9088.34,22,5.07
2025-10-12,North,17,12.0,40367.79,28011.0,12356.79,29,2.24
2025-10-12,South,18,15.0,64518.62,45333.97,19184.65,33,2.62
2025-10-12,East,14,10.0,32118.23,22575.85,9542.38,26,5.1
2025-10-12,West,18,16.0,52872.83,33586.3,19286.53,33,4.29
2025-10-12,Central,19,15.0,48015.82,27843.72,20172.1,36,1.56
2025-10-13,North,12,8.0,44337.09,28595.76,15741.33,20,8.48
2025-10-13,South,14,10.0,51463.74,29104.39,22359.35,22,7.77
2025-10-13,East,15,10.0,45234.0,31481.05,13752.95,20,7.46
2025-10-13,West,17,11.0,44039.65,29622.05,14417.6,35,6.41
2025-10-13,Central,14,11.0,53652.98,37991.52,15661.46,25,8.47
2025-10-14,North,12,8.0,30781.97,18750.85,12031.12,27,1.6
2025-10-14,South,11,9.0,26790.21,17358.29,9431.92,15,3.95
2025-10-14,East,14,11.0,56289.03,32199.72,24089.31,31,6.21
2025-10-14,West,14,11.0,53593.21,35263.06,18330.15,34,5.3
2025-10-14,Central,21,14.0,46369.59,28104.16,18265.43,42,3.46
2025-10-15,North,15,12.0,62565.09,42613.15,19951.94,23,6.31
2025-10-15,South,6,3.0,13397.25,8974.69,4422.56,11,6.04
2025-10-15,East,10,8.0,39363.18,27681.77,11681.41,22,3.44
2025-10-15,West,6,4.0,24292.72,14283.48,10009.24,13,5.64
2025-10-15,Central,11,8.0,37015.62,26149.52,10866.1,20,2.02
2025-10-16,North,11,8.0,24922.31,14790.88,10131.43,17,2.26
2025-10-16,South,12,9.0,28463.84,20301.29,8162.55,28,2.7
2025-10-16,East,12,10.0,36283.22,25053.13,11230.09,23,3.5
2025-10-16,West,15,11.0,47114.3,29720.26,17394.04,26,5.13
2025-10-16,Central,12,9.0,34175.85,22409.2,11766.65,17,4.12
2025-10-17,North,6,4.0,19593.98,12079.2,7514.78,9,4.17
2025-10-17,South,13,10.0,33361.66,23585.99,9775.67,23,6.49
2025-10-17,East,22,17.0,86973.04,48893.26,38079.78,38,4.05
2025-10-17,West,12,8.0,41184.32,24599.66,16584.66,19,5.93
2025-10-17,Central,7,5.0,29098.82,20895.64,8203.18,11,5.58
2025-10-18,North,12,8.0,50138.27,30364.66,19773.61,23,7.66
2025-10-18,South,16,13.0,58126.28,40611.44,17514.84,23,5.27
2025-10-18,East,16,12.0,52433.19,34806.39,17626.8,23,3.44
2025-10-18,West,13,8.0,37276.51,23132.42,14144.09,25,8.46
2025-10-18,Central,11,8.0,29765.9,18978.13,10787.77,26,5.97
2025-10-19,North,11,8.0,36238.19,21491.88,14746.31,18,5.11
2025-10-19,South,13,10.0,35130.61,24725.04,10405.57,29,5.78
2025-10-19,East,16,14.0,35554.35,21913.81,13640.54,30,7.3
2025-10-19,West,17,11.0,66562.64,40880.37,25682.27,37,7.24
2025-10-19,Central,12,9.0,41166.83,27808.34,13358.49,21,4.08
2025-10-20,North,13,10.0,50600.59,28710.48,21890.11,31,5.21
2025-10-20,South,15,13.0,46365.37,31121.37,15244.0,32,3.2
2025-10-20,East,13,8.0,41227.6,23560.54,17667.06,32,5.31
2025-10-20,West,9,5.0,26257.31,14585.42,11671.89,13,6.96
2025-10-20,Central,18,11.0,70033.77,47513.03,22520.74,40,1.77
2025-10-21,North,10,7.0,40185.18,22821.56,17363.62,20,6.68
2025-10-21,South,18,12.0,69872.38,45758.98,24113.4,36,3.7
2025-10-21,East,15,13.0,40885.32,29057.68,11827.64,28,6.86
2025-10-21,West,13,11.0,49400.39,28021.87,21378.52,20,4.69
2025-10-21,Central,16,12.0,64901.43,38093.84,26807.59,36,2.36
2025-10-22,North,14,10.0,47203.36,31278.09,15925.27,23,2.79
2025-10-22,South,19,15.0,52524.52,29357.68,23166.84,37,2.84
2025-10-22,East,17,12.0,50091.51,28928.88,21162.63,35,3.09
2025-10-22,West,12,10.0,43954.43,24857.54,19096.89,22,5.57
2025-10-22,Central,19,17.0,75410.47,51788.38,23622.09,34,2.39
2025-10-23,North,8,5.0,33397.04,20878.36,12518.68,18,3.4
2025-10-23,South,13,10.0,40581.66,23069.25,17512.41,23,3.73
2025-10-23,East,9,6.0,36523.03,23624.93,12898.1,21,2.47
2025-10-23,West,8,5.0,18709.31,10451.16,8258.15,14,4.79
2025-10-23,Central,15,10.0,54406.46,30385.03,24021.43,38,4.49
2025-10-24,North,11,10.0,29123.54,19267.55,9855.99,23,6.8
2025-10-24,South,14,12.0,33033.67,22898.93,10134.74,20,4.13
2025-10-24,East,14,9.0,56251.59,37619.72,18631.87,32,7.51
2025-10-24,West,11,9.0,27860.42,16765.52,11094.9,15,6.84
2025-10-24,Central,7,10.0,23553.77,12967.84,10585.93,11,6.74
2025-10-25,North,10,8.0,39584.24,23336.1,16248.14,16,5.03
2025-10-25,South,14,9.0,46340.7,27277.59,19063.11,32,7.73
2025-10-25,East,12,9.0,42999.05,23841.2,19157.85,19,4.05
2025-10-25,West,15,13.0,55172.84,39460.24,15712.6,35,7.47
2025-10-25,Central,11,8.0,38874.3,27876.44,10997.86,20,7.36
2025-10-26,North,15,12.0,50888.41,33112.69,17775.72,37,5.71
2025-10-26,South,17,13.0,39350.88,24153.09,15197.79,40,5.92
2025-10-26,East,12,10.0,50319.77,28884.98,21434.79,25,6.41
2025-10-26,West,11,7.0,35684.26,20502.08,15182.18,19,2.45
2025-10-26,Central,12,9.0,27529.1,17480.47,10048.63,15,6.67
2025-10-27,North,14,10.0,56707.87,35049.9,21657.97,25,5.78
2025-10-27,South,15,10.0,60637.1,43206.91,17430.19,37,2.25
2025-10-27,East,21,14.0,57363.14,35660.53,21702.61,49,2.37
2025-10-27,West,12,10.0,41649.34,27206.1,14443.24,15,3.74
2025-10-27,Central,8,5.0,21056.07,13824.81,7231.26,17,6.67
2025-10-28,North,11,8.0,27106.03,18376.5,8729.53,26,5.18
2025-10-28,South,15,12.0,44153.09,27560.64,16592.45,29,7.13
2025-10-28,East,19,12.0,45629.5,29532.12,16097.38,30,5.05
2025-10-28,West,14,9.0,56916.66,33058.61,23858.05,21,8.01
2025-10-28,Central,17,11.0,62104.92,34933.59,27171.33,23,7.31
2025-10-29,North,12,10.0,27139.53,19083.2,8056.33,19,6.1
2025-10-29,South,12,9.0,35046.78,23086.51,11960.27,16,7.15
2025-10-29,East,17,13.0,55197.99,34971.65,20226.34,24,4.54
2025-10-29,West,5,3.0,15959.95,11076.68,4883.27,8,5.25
2025-10-29,Central,10,8.0,35797.21,22918.56,12878.65,13,6.11
2025-10-30,North,16,14.0,57727.96,34791.78,22936.18,25,2.61
2025-10-30,South,14,9.0,35622.48,23537.35,12085.13,31,3.43
2025-10-30,East,12,10.0,35225.35,23691.18,11534.17,23,4.31
2025-10-30,West,10,8.0,31023.66,21138.97,9884.69,18,8.17
2025-10-30,Central,11,7.0,26239.3,17328.02,8911.28,26,3.68
2025-10-31,North,11,8.0,29043.61,16008.74,13034.87,21,4.62
2025-10-31,South,12,10.0,46696.53,28584.62,18111.91,16,4.86
2025-10-31,East,11,7.0,26212.51,15035.52,11176.99,18,4.2
2025-10-31,West,12,7.0,41261.29,25329.88,15931.41,19,5.42
2025-10-31,Central,14,10.0,37673.4,24321.06,13352.34,33,6.61
2025-11-01,North,10,8.0,33009.28,18511.95,14497.33,14,2.65
2025-11-01,South,13,11.0,39469.08,28313.19,11155.89,28,3.45
2025-11-01,East,13,11.0,30718.92,19909.97,10808.95,32,8.11
2025-11-01,West,8,7.0,18084.45,12326.41,5758.04,19,8.08
2025-11-01,Central,13,10.0,37354.46,25412.93,11941.53,24,1.81
2025-11-02,North,10,8.0,33745.33,20883.83,12861.5,17,3.8
2025-11-02,South,16,12.0,49479.46,33290.66,16188.8,27,1.61
2025-11-02,East,17,11.0,66345.28,43458.36,22886.92,30,4.42
2025-11-02,West,15,10.0,52095.11,35321.72,16773.39,36,4.67
2025-11-02,Central,14,10.0,37334.43,25198.81,12135.62,34,6.15
2025-11-03,North,14,10.0,56074.77,39846.1,16228.67,27,7.85
2025-11-03,South,7,6.0,28761.97,18190.38,10571.59,12,5.19
2025-11-03,East,12,10.0,48425.11,32352.3,16072.81,20,8.46
2025-11-03,West,15,10.0,45388.29,26882.28,18506.01,37,8.22
2025-11-03,Central,10,7.0,34222.11,22111.68,12110.43,25,3.43
2025-11-04,North,8,6.0,33101.91,22201.48,10900.43,19,3.03
2025-11-04,South,7,4.0,19208.04,13247.48,5960.56,12,6.24
2025-11-04,East,13,11.0,34457.67,24140.8,10316.87,28,1.57
2025-11-04,West,15,10.0,45354.61,26703.33,18651.28,21,5.97
